Points_0,Points_1,Points_2
-11.0282,-1.78153,33.8091
-11.1793,-1.47151,33.67
-14.765,6.1271,15.8658
-7.68928,-14.7962,17.5217
-7.36713,-14.8771,17.1604
0.145844,7.49145,21.6797
-19.5762,1.81522,32.4929
-2.29546,-7.35026,29.2811
-1.514,5.65674,43.2474
-1.48148,5.86411,43.5233
-1.14344,5.82749,43.3633
2.6043,2.98459,-0.0311839
-22.0428,-2.02818,13.0405
-22.2109,-1.93315,13.413
4.87659,-5.5291,31.395
11.0378,9.39249,13.1795
10.9851,9.40429,13.5717
-11.9405,-3.95677,39.8979
15.2222,-8.56012,0.118444
-22.5892,-2.11464,37.5694
5.41031,-5.85753,-0.0311839
-25.7033,-6.85036,30.3875
-22.779,-8.8927,38.3854
0.25384,-17.4094,2.58873
16.2802,0.0638401,0.735571
15.8653,0.199431,0.710903
16.1498,0.433193,1.01786
-14.6082,-0.91257,3.34657
-7.33015,5.66153,3.22773
-7.738,5.7149,3.01873
-11.6503,6.94529,17.567
6.28689,-17.1222,20.6047
6.316,-17.4771,20.3141
-23.6184,-3.57658,34.785
14.5325,-11.4471,1.24827
14.3952,-11.1713,0.974834
14.7037,-11.0781,1.18805
-13.1548,-13.4506,3.36674
18.0327,-12.5589,11.224
17.6619,-12.931,11.2442
13.8535,7.941,13.1461
-11.6481,-10.2192,32.4178
-6.09906,2.25104,28.3316
-5.83014,2.00864,28.3796
-5.81101,2.29016,28.1832
-24.9194,-7.23411,36.0655
0.222938,5.9388,46.5739
0.15847,5.7707,46.1895
-17.8109,4.32921,21.5816
-17.751,4.20502,22.0021
-17.3978,4.43243,21.8718
3.88617,-15.8776,-0.0311839
3.74261,-15.5581,-0.0311839
4.10158,-15.571,-0.0311839
4.25398,-15.8846,-0.0311839
13.7814,-14.626,5.63727
13.8272,-14.756,5.92772
13.6909,-14.9962,6.15154
13.3739,-15.2044,5.99523
-18.0964,-15.5344,34.9731
-17.9929,-15.317,35.3272
-18.3606,-15.484,35.2871
15.479,-14.6092,11.4776
15.4265,-14.7129,11.8501
-15.308,5.66875,19.9669
2.40714,3.01488,28.6341
2.0398,3.0162,28.5591
-17.3772,-16.2477,32.121
19.3706,-6.49934,21.9539
-20.3281,-6.67395,39.5124
1.04078,-19.33,13.0527
7.9009,10.8021,11.7487
-16.5049,-14.5285,20.1747
4.68832,-10.7019,29.7581
-11.632,-6.66718,3.54443
-13.2701,6.22294,14.0524
14.5119,-13.6961,22.2291
14.7574,-13.7477,21.8944
14.8643,-13.4683,22.2265
-18.6414,1.95368,34.1776
-11.2848,6.86272,19.0021
-11.2678,6.85887,19.5053
-10.856,6.84374,19.211
-10.8737,6.87618,18.7061
7.89876,-13.8762,25.2049
-10.3589,-4.4914,33.0687
10.6784,3.7246,-0.0311839
-18.945,9.96556,39.7138
-19.0006,9.63405,39.9935
-9.73776,-3.2601,39.2745
9.42276,-16.8209,20.1847
9.26561,-17.09,19.8045
9.69166,-16.9538,19.7984
-19.9366,2.89148,38.1402
-19.9559,3.02867,37.7512
-20.0151,2.59273,37.8099
-25.3311,-11.5659,28.589
-25.2962,-11.8721,28.9327
-1.99004,5.04812,42.5047
-7.98513,7.1903,17.2128
-5.63185,-7.86799,29.0511
-18.4976,-18.1006,29.0277
-8.25098,7.07573,16.9457
2.81508,5.34881,25.9147
4.33047,2.75638,29.0446
4.10955,3.00786,28.8014
3.95313,2.74374,29.0473
-4.64681,3.72042,40.7051
-4.92164,3.50186,40.462
-10.7733,1.0577,-0.0311839
-10.4855,0.766014,-0.0311839
-22.9822,-8.58838,16.0995
7.90704,9.17585,4.60619
8.111,9.2861,4.93943
8.32634,9.11008,4.62155
19.0072,-0.142585,22.1184
-0.0969737,-11.6944,27.8885
-17.1224,-11.9133,11.1073
-1.3142,-0.866028,-0.0311839
-15.4825,5.40944,37.3723
-15.3664,5.48591,37.7615
8.98761,8.97864,19.0717
8.7011,9.23471,18.9704
8.64912,8.96754,19.2766
-21.338,-6.90095,12.2726
-13.5866,-5.70092,39.5462
-7.67897,1.26586,45.5535
-18.4677,-15.6835,34.9606
-21.031,-8.87015,39.0951
4.08033,4.44728,27.2082
4.28807,4.7139,26.9303
3.81398,4.69625,26.897
11.5092,9.25359,10.0486
11.7016,9.10815,9.63916
15.3724,-3.60858,-0.0311839
-0.683154,-17.0423,3.45155
20.1283,0.18768,18.5896
0.412037,5.38049,45.0309
0.018783,5.21001,45.1826
-8.99162,2.73697,41.7175
-9.30637,2.51702,41.9973
-8.66955,2.92613,42.0305
14.3842,7.20996,9.57232
-23.8817,-1.42475,31.749
-18.8871,16.1645,47.4352
-18.8888,16.5487,47.5406
11.487,-14.9225,2.21008
-18.085,4.108,21.7991
-18.2429,4.18313,21.3684
25.3421,-2.95299,10.1072
25.1094,-2.61682,10.2542
-15.1386,11.1399,40.8717
-8.71881,-12.9735,24.3852
-8.29486,-13.0395,24.1627
-19.5198,1.70838,40.2085
-8.49639,4.78817,10.1933
3.65664,-11.1324,-0.0311839
-5.51561,7.78169,12.3031
-5.66404,7.58996,12.6322
-12.7922,0.379167,34.4226
3.58034,-15.2245,-0.0311839
3.97297,-15.2475,-0.0311839
13.389,7.32877,18.023
-23.9433,-5.52591,16.9905
-23.9453,-5.14752,16.9629
-20.373,1.47435,27.2027
12.637,-12.5615,25.6341
14.7281,6.03484,5.29783
14.9078,5.78242,5.04242
-13.981,6.50866,17.334
-18.237,2.04322,34.1814
-18.0516,2.10799,33.8652
-18.4408,2.02995,33.8438
11.242,-7.15019,30.2958
-15.1219,7.27603,39.8217
-1.64865,-10.2999,-0.0311839
-17.5864,8.1636,43.838
-17.7789,7.7112,43.7088
-7.81179,-10.7544,27.1147
-15.4247,5.10012,12.459
-15.0762,5.34541,12.7475
10.846,-0.687428,30.0581
10.4588,-0.610773,30.1882
-1.94967,3.92484,47.4784
9.82749,10.0505,12.759
-20.0587,6.86294,42.4382
3.47817,-17.9227,4.8968
3.03681,-17.7204,4.7305
3.39917,-17.6735,4.44754
1.14573,0.0626191,29.9635
1.37322,0.403803,29.8868
0.991887,0.387325,29.7983
-6.31643,-0.137451,44.8161
13.4454,2.4264,1.42139
10.343,-10.362,29.3465
-19.1825,-17.0715,25.8209
-21.2977,1.7047,15.2944
9.93128,0.730537,29.8272
10.3662,0.689023,29.6764
10.1584,1.04379,29.5789
-15.6758,14.1753,40.2457
17.2498,2.23256,5.4882
18.3689,0.442167,1.81157
18.6149,0.150198,1.69131
18.238,0.178751,1.54018
-15.6293,-1.9506,2.87992
-13.0251,0.444541,34.7626
-13.3945,0.653828,34.734
3.57453,11.7844,11.5111
3.63469,11.6761,11.1196
-5.18656,5.00107,8.02898
9.62786,9.56113,17.7711
-11.6583,-13.4884,11.0852
-19.4918,-0.736174,39.4883
6.91857,5.88419,25.6184
7.3464,5.81361,25.6389
-24.6918,-5.90003,33.0965
-24.7953,-5.72321,32.6814
-24.8593,-6.14502,32.715
-1.18918,1.00685,-0.0311839
-13.0983,1.47839,8.13794
2.6525,12.2837,14.3754
-15.0397,-10.3026,9.06702
-10.6626,-3.77392,36.6173
-9.49401,2.43117,41.228
-9.65086,2.33209,40.8859
5.42475,-9.94714,-0.0311839
18.1068,3.85581,10.7866
18.3437,3.5467,10.6514
18.1399,3.80776,10.3873
24.7197,-7.05425,10.8389
-16.9948,3.57674,24.5092
-24.1396,-4.08707,20.6807
-24.1863,-4.00953,20.2452
-3.89193,-7.26636,28.9321
-3.65644,-6.95395,29.0652
-7.35065,-0.996892,43.0911
-15.377,5.07566,37.6145
-15.3143,5.16458,38.0327
7.76828,-3.98695,-0.0311839
-0.595669,-12.9438,-0.0311839
-0.828002,-13.3143,-0.0311839
-1.0262,-12.9229,-0.0311839
-0.79561,-12.5572,-0.0311839
12.0589,2.51251,-0.0311839
11.8964,2.15064,-0.0311839
2.08267,11.2104,18.6901
0.467078,6.67385,43.7122
-11.8284,-6.11343,37.6004
24.5282,-1.24257,6.56967
-21.0807,2.32469,20.6442
-16.7582,-7.64932,8.46747
-11.0854,-11.2809,27.533
-8.16468,-1.34717,37.4601
-20.6922,-5.92523,39.4618
-6.74621,6.88021,3.07763
13.779,6.54756,4.3104
14.1743,6.57803,5.11503
-6.63519,5.94596,24.1268
-24.4293,-9.44521,26.1545
-24.6512,-9.19506,26.3475
-17.0716,-15.4901,33.2814
-16.4127,15.8241,45.8836
-16.1648,15.7128,45.505
19.8956,-2.04,1.2225
1.45358,-19.3361,12.8046
-5.91466,6.75991,12.5845
-17.0328,-4.88087,8.01919
-16.9629,-5.19805,8.00612
-4.85269,-6.65744,29.3787
-21.1899,-14.2691,24.4189
-21.4939,-14.1653,24.4686
-21.3078,-13.9217,24.3438
-24.4149,-9.40451,36.5508
-15.2713,18.411,45.7897
-15.2871,18.1308,45.6357
0.45456,4.94094,42.0651
12.0138,1.19846,-0.0311839
-24.7757,-6.40669,33.0828
-24.8701,-6.65389,32.6687
-24.7554,-6.88584,33.09
-16.2263,-12.8379,37.7478
-15.9809,-13.0148,37.3578
7.0772,11.1234,12.5269
-11.734,-15.0098,19.7436
-11.3297,-15.0279,19.8187
-11.5545,-14.8896,20.136
-2.56764,2.97701,-0.0311839
-17.6775,-1.22938,1.37519
-12.357,-7.4078,6.76182
17.0638,3.96501,19.8816
17.5699,3.83707,19.1675
17.278,4.14042,19.1853
-3.47555,5.50567,43.8827
-13.4472,2.7279,0.700509
-13.1781,2.67387,1.05077
-13.6908,-0.809624,4.40973
-21.1686,2.04201,15.6046
9.3407,-18.5447,16.5229
9.33238,-18.5705,16.0466
9.6577,-18.3892,16.3026
-10.3167,-12.6383,24.918
-10.6354,-12.5779,24.9945
5.16055,-13.0431,-0.0311839
-2.40681,10.3902,18.3736
-2.40348,10.0588,18.5487
-2.08324,10.2765,18.5896
20.9409,-1.04242,10.8668
20.5979,-0.768989,10.7568
20.6715,-0.897892,11.1315
-2.46691,11.6302,11.1405
-2.81526,11.439,11.3402
-2.56248,11.7205,11.5715
24.9637,-7.6627,9.75523
-15.0319,18.4052,43.5958
-15.0722,18.1583,43.4021
-16.6184,-4.16127,1.3739
-16.3305,-4.48327,1.38155
-16.3374,-4.17389,1.64874
-19.9861,-18.0011,30.6234
-17.17,-6.57423,8.28191
-17.3694,-6.22264,8.3125
20.4086,-3.3999,19.7969
20.4852,-3.16244,19.4642
-11.3827,-14.7403,20.5155
-11.778,-14.7496,20.4499
17.8951,4.12033,10.5341
-9.42954,6.36491,22.4748
-9.58442,6.24416,22.826
-1.24305,4.52566,48.766
-1.03914,4.77994,48.7476
-23.0546,-0.273899,27.204
-23.3451,-0.527363,27.3016
4.06463,-18.7205,7.15263
3.88391,-18.5808,6.72052
-2.41817,-17.5245,17.6191
-2.70703,-17.2837,17.4653
-2.558,-17.5937,17.2664
-22.8748,-9.25909,38.2305
-23.1418,-8.95325,38.1803
-10.495,-3.7911,37.4024
-15.2169,12.149,41.1304
4.50501,4.03406,27.6999
11.9179,-17.0918,16.5877
21.1146,-4.59883,14.1374
16.3474,-10.2887,25.0188
-11.9674,2.74382,28.6257
-7.92055,4.99032,10.6503
-21.0925,-17.8059,31.2305
-21.0521,-17.7297,31.5791
-21.3301,-17.708,31.4554
-21.941,-1.36352,37.591
7.72598,1.02286,30.2123
7.47063,1.32409,30.0594
12.4717,-9.16361,-0.0311839
-16.0293,10.0976,43.1765
-15.8045,10.2732,42.8913
-15.9519,10.5278,43.1877
-11.1878,-12.0942,25.7249
-3.21093,-13.4171,6.61843
-11.9879,5.70564,12.8457
15.3547,-8.88966,0.341028
-12.7883,-3.59719,5.75349
-12.5718,-3.92546,5.57716
-21.5793,1.85182,16.6284
-21.7867,1.69968,16.9972
-21.4775,2.05809,17.0715
21.6014,-10.7237,7.29612
-20.85,1.96961,22.1006
11.0023,9.03754,6.41751
10.6258,9.1746,6.41368
10.8125,9.13965,6.77241
11.2,9.00877,6.73342
-4.88748,4.8475,4.91053
25.6156,-4.6575,10.3982
25.5712,-4.28528,10.4269
-12.2225,-15.2965,14.8708
-2.63852,-15.8165,19.067
-2.50411,-16.1256,18.8194
-15.0913,6.00723,17.933
-0.42362,-14.4368,23.5682
-4.47018,9.60627,16.6536
-15.6035,10.423,42.6134
-15.6701,10.0465,42.598
-15.4826,10.1964,42.3427
19.3802,-10.3989,9.63279
19.5311,-10.1736,9.96852
19.3182,-10.5508,10.0056
7.62202,-15.2613,22.0092
-0.0138772,-16.8875,-0.0311839
7.79212,-15.8587,2.24191
7.72415,-16.0275,2.56177
18.3669,4.18748,15.277
2.43484,-1.50588,30.7349
11.2209,-0.720381,29.8905
5.84581,5.75617,-0.0311839
5.45823,5.60835,-0.0311839
5.53689,6.00894,-0.0311839
23.4616,-4.61967,3.37171
23.6866,-4.18723,3.63108
23.8044,-4.63335,3.72859
-7.13791,-10.3606,27.588
16.2186,4.63041,20.1139
16.5168,4.36701,20.1597
16.3974,3.00025,23.3806
16.3241,3.2961,23.0784
-12.2144,-0.204724,34.5229
-12.2237,-0.214361,34.9867
-12.9967,-0.902935,40.9107
-19.8889,-13.0729,19.2227
-20.2414,-12.7305,19.3577
-20.1289,-12.9081,18.9117
-0.73698,-19.2577,16.3396
-0.86187,-19.3247,15.8507
-0.405661,-19.4327,15.9501
-22.3077,-0.572132,14.812
-15.3126,1.98647,33.1538
-14.9197,1.85302,33.1927
-15.0585,1.96188,32.772
14.5579,-14.8583,7.34619
3.85979,-4.99149,-0.0311839
-10.7989,-3.75462,39.4775
-2.09955,-18.5161,16.1472
-1.87065,-18.7875,15.892
-1.77578,-18.7857,16.3218
-20.0808,13.2457,43.9387
4.16027,-15.7797,21.2647
-24.1637,-6.81779,18.3019
-8.19675,-10.5571,27.2679
-13.7283,-15.0892,14.7317
-7.55564,3.77113,3.65034
-7.67022,3.55434,4.02182
2.60899,10.6311,5.72853
-4.52064,10.6065,13.6358
-4.7352,10.301,13.316
-1.5638,8.99002,0.608552
-1.35213,8.95177,0.957166
23.2765,-1.08616,4.2175
22.9355,-0.851867,3.98379
-10.1468,1.99952,41.2721
0.773092,-14.67,23.5384
-16.596,5.37471,14.3268
-16.2587,5.42353,14.0516
13.6062,8.1534,10.7955
2.137,1.66772,29.5109
1.84095,1.89431,29.3226
-8.7091,-1.08104,36.9606
-21.5094,-4.91047,12.0028
-12.5004,-15.0893,2.26947
-13.0291,6.37494,14.3845
-13.4524,6.3334,14.4371
-15.8649,3.3599,35.7519
9.72479,8.35927,3.70665
10.0348,8.1488,3.48582
-18.3852,0.204546,10.1251
-3.1806,4.95894,25.7946
-2.91904,4.76302,26.0437
-2.77827,5.00783,25.7532
23.4492,-3.16677,3.54156
-16.5063,3.4656,35.3856
-16.1879,3.58598,35.6316
-14.1873,-9.87528,39.1011
-13.9667,-9.5486,39.123
25.5244,-2.97929,7.80038
25.3836,-2.55787,7.88296
25.4971,-2.78565,8.27369
-10.3739,-15.2904,16.4791
10.8075,1.61315,28.9754
4.35954,6.92804,-0.0311839
-10.5357,6.60702,21.625
-10.774,6.68984,21.3269
-10.9338,6.56794,21.685
-10.7001,6.48031,21.9874
-5.37628,8.60345,15.4253
-23.7494,-2.23832,17.4618
-23.7015,-2.11294,17.8294
-23.6172,-1.84101,17.5165
-18.4822,-7.64998,9.63598
-18.265,-7.45959,9.36224
-18.1489,-7.9164,9.46689
18.7218,-8.66048,22.2694
18.9367,-8.38085,22.0334
-9.2731,2.45577,42.4028
8.30363,8.9007,19.4618
-12.775,-12.3588,25.89
-3.75592,4.44685,47.6811
-3.65436,4.81352,47.5897
-3.94271,4.54772,47.4109
11.1657,1.47128,28.8918
-17.5812,16.5502,41.8104
1.17663,4.9357,26.4091
15.8304,1.51428,2.37964
-15.2924,2.10585,36.0349
-10.5981,-0.150254,43.2297
-18.59,-1.94445,39.6767
-4.19005,-13.4917,-0.0311839
-1.97241,-16.227,10.1406
1.60014,0.740385,29.8051
1.4391,1.08759,29.6106
8.04418,-19.0345,12.1751
7.64759,-19.1139,12.2168
7.79442,-19.0431,11.8317
8.18697,-18.955,11.8041
-14.6723,4.88663,11.7702
20.5577,-0.527031,17.0591
20.4964,-0.319441,17.3907
15.183,0.0437814,27.0587
14.8516,0.259287,27.2298
-10.2946,-11.4378,26.3091
-24.3271,-6.70677,25.2925
20.0716,-9.45655,15.2471
20.0773,-9.42205,15.6786
-3.67199,-13.8661,10.383
-3.78555,-13.9191,10.7938
-19.1932,12.7482,45.7369
6.25961,6.92985,21.9501
6.56866,6.77839,22.3071
6.78173,6.84103,21.9262
-24.6908,-7.66365,34.179
-24.7655,-7.20992,34.2647
1.41373,10.6553,19.2306
1.54703,10.2556,19.5319
23.0212,-1.22455,3.84678
24.009,-1.18203,10.0028
-18.4079,12.7863,45.7211
-18.7828,12.9163,45.8319
-17.632,2.28423,32.8309
-18.0681,2.2232,32.7752
-17.8759,2.20398,33.2333
-17.538,-12.0397,38.4985
-17.5108,-12.3974,38.3017
-17.1677,-12.2253,38.3805
-16.4425,-6.35398,39.7752
-16.5263,-6.02294,39.7702
-16.8056,-6.30595,39.7826
17.9264,-12.9017,15.6918
-4.81436,-14.6655,14.9317
-4.86563,-14.5126,14.6357
-4.64783,-14.7894,14.6172
-21.8064,-8.56466,38.8966
-22.3421,-2.38124,38.1481
-22.3705,-2.08375,37.8952
8.39458,-17.3707,4.46606
8.30342,-17.6346,4.84858
7.99219,-17.5889,4.56727
-3.7151,-16.141,16.8134
-3.50874,-16.4717,16.7482
7.1576,2.81418,-0.0311839
1.4703,8.81808,20.3066
1.8499,8.93754,20.3153
1.57966,9.18202,20.1587
-6.31595,5.05836,-0.0311839
14.638,-10.3392,26.8422
-23.6641,-9.79821,25.4808
-23.4119,-10.1203,25.3079
12.4504,-17.2834,12.8867
12.7428,-17.1583,13.1851
-20.0014,-5.35544,39.5894
-20.333,-5.24178,39.5258
-20.2465,-5.68853,39.5473
-8.48608,0.779036,37.519
14.2156,-13.1857,3.08701
14.0629,-13.3852,3.45861
-20.5629,13.2708,44.9609
-24.0113,-4.40439,17.0895
-14.6991,-12.8521,25.3771
-14.9883,-12.8649,25.1731
-14.6221,-12.8367,25.0241
-17.4147,-13.3547,24.06
-3.97955,-2.32979,29.5977
-3.94494,-1.88507,29.5139
-2.40017,5.67245,48.4116
-18.016,-17.2703,26.0738
-5.96717,-0.152732,41.6723
-6.24598,-0.0555985,41.9426
-6.33101,-0.334664,41.621
-12.9416,-10.5384,34.2589
-25.0669,-13.0126,30.0049
18.9701,2.68664,13.1002
12.0316,-14.6548,1.86794
21.6579,-6.12801,12.0912
-16.835,-14.5061,19.9022
13.3072,4.20537,24.4126
12.936,4.29016,24.5929
13.232,4.0342,24.771
-17.2656,18.8315,47.3851
-17.0651,19.0654,47.1337
-17.4259,18.7931,46.9299
-2.53157,-12.2881,25.9262
-2.62055,-12.5174,25.5813
12.6432,8.44056,7.6465
12.9074,8.2902,7.85022
2.57768,-9.08287,30.3833
2.74922,-8.73303,30.5516
2.33671,-8.74035,30.4634
-23.4251,-8.92498,19.3537
22.3257,-0.450549,3.68042
22.4133,-0.790299,3.50545
17.0812,4.99784,11.9937
-17.0932,-7.32673,8.49238
-16.6715,-7.29368,8.30027
19.1022,-0.545795,22.198
19.2999,-0.748201,21.9155
5.78107,-12.6995,-0.0311839
0.854627,-18.9353,11.8233
0.595056,-18.9586,12.1357
0.473512,-18.8348,11.7678
0.735073,-18.8368,11.4258
-14.3128,-13.3448,31.1035
-14.1155,-13.3819,30.737
1.36864,-18.6318,9.61258
5.1048,-13.8154,-0.0311839
14.0328,7.88478,11.8255
-23.173,-15.7102,25.9801
-2.62879,9.04276,2.51361
-16.6921,3.96201,41.3091
-16.8592,3.58086,41.2443
-16.5479,3.73695,41.0116
-12.2693,-12.1488,26.1373
-15.46,-15.5642,27.853
4.03933,-11.3784,-0.0311839
4.10204,-10.9741,-0.0311839
15.2184,2.16414,25.5212
7.57112,2.46483,29.2662
8.0093,2.41959,29.2475
7.82214,2.72019,29.0541
14.2847,-10.6621,26.8132
-4.36091,3.91755,40.9861
-15.7834,-4.55003,-0.0311839
-15.9084,-4.13081,-0.0311839
-4.63493,10.4491,14.0742
-4.71756,10.2553,14.4248
11.4099,8.08509,4.52784
25.289,-6.89398,9.93374
-20.4253,9.41966,42.1548
13.7863,5.18195,3.0491
1.02788,-14.4091,24.3576
-15.3813,-14.9361,26.9783
-15.2101,-14.9311,27.3876
-15.4284,-15.2634,27.2289
-19.5365,5.23284,37.4755
10.3192,-7.52954,-0.0311839
-2.6565,4.56473,26.3097
-2.51207,4.81152,26.0099
-1.77095,9.36003,19.1995
-19.9881,11.9298,45.009
-8.97856,-6.72514,-0.0311839
4.41126,11.9234,13.8276
-13.2485,-2.70136,-0.0311839
2.88157,6.3867,-0.0311839
0.0756388,6.65242,-0.0311839
0.270344,7.10596,-0.0311839
-0.293624,-19.0832,13.2875
-5.94828,2.95914,39.8065
7.15717,-0.132465,-0.0311839
7.08221,-0.885745,-0.0311839
7.11872,-0.511943,-0.0311839
7.39884,-0.729725,-0.0311839
-23.5135,-6.03454,23.0361
-23.4435,-5.84453,23.3429
-23.539,-5.71396,23.064
15.6553,6.02602,18.3667
16.0273,5.80302,18.364
18.5456,3.17833,10.1376
18.7484,2.91032,10.3769
18.7146,2.88772,9.98332
-17.3824,-0.101628,1.05869
2.98833,-15.4505,21.4807
2.9511,-15.1537,21.8099
-11.8492,0.714411,40.5737
-12.1853,0.396432,40.6513
-11.9599,0.441925,41.0155
-11.6124,0.788475,41.0728
-20.4733,10.8815,44.035
-20.3974,10.4863,43.9117
-25.5536,-9.03324,28.2039
-15.8808,4.42445,23.9641
-15.6896,4.66266,23.6585
-15.8609,4.72559,23.289
9.30382,-17.3758,5.24098
23.8276,-0.621888,9.21666
-10.4244,-14.9032,14.14
-2.22245,-16.2767,10.8752
-18.1636,-5.65938,8.70036
-15.2286,-14.1222,12.8371
-15.5851,-13.914,12.7267
-21.805,-10.4041,22.347
10.5584,-1.45473,30.4156
10.2229,-1.49709,30.5643
10.4474,-1.78034,30.549
1.45114,5.60959,25.4716
1.16581,5.74817,25.2472
1.06606,5.55088,25.5511
-15.1176,8.89594,39.7097
-7.26067,7.85478,2.03442
-7.23466,8.17393,1.74807
-7.54037,7.88649,1.7356
4.72249,11.8337,14.0219
-5.39676,6.85327,22.2293
-0.436651,5.53028,47.3656
10.3196,-12.6485,26.7448
-19.5239,-17.7833,31.4629
-19.6835,-17.6971,31.8105
-19.9806,-17.8343,31.476
-15.7651,0.21675,-0.0311839
-15.6136,-0.183365,-0.0311839
-14.5217,0.892742,35.8857
-14.1746,0.6771,35.8398
-4.41063,10.4156,15.5007
-23.966,-15.4757,30.8715
-24.0442,-15.5364,30.4375
15.5913,6.05476,8.18506
15.5443,6.13697,8.56477
-8.17267,4.26563,-0.0311839
-7.84692,4.0621,-0.0311839
-8.21757,3.8775,-0.0311839
18.0043,-2.41643,0.298853
18.1927,-2.18284,0.430732
-25.4818,-9.67788,29.2011
-23.4023,-1.56417,25.7557
-14.1938,-14.7009,2.24078
-13.8597,-14.813,2.26585
-7.43818,-13.8405,7.10738
8.75716,10.5798,13.4282
9.14862,10.3759,13.6472
-22.8288,-3.12213,38.126
-11.503,-8.75569,-0.0311839
11.8331,4.84128,0.483942
-11.3928,2.49392,6.38725
10.5473,9.49115,9.24876
10.8597,9.34046,9.02985
10.4296,9.45501,8.86919
-10.9323,-13.6243,10.9852
4.56835,10.5438,6.71907
17.2446,-12.9644,7.90797
17.4347,-12.6275,7.65313
17.5324,-12.6717,8.09316
-21.086,-8.03924,12.3725
-21.0059,-7.71879,12.117
-20.553,1.73949,29.9844
-13.0076,0.158003,35.8284
-5.05728,0.0760616,-0.0311839
7.1132,-2.78162,-0.0311839
6.78078,-2.93104,-0.0311839
0.864855,6.69832,-0.0311839
-23.3812,-2.04596,33.7316
-23.36,-2.31511,34.0348
-23.1963,-1.89921,33.9971
-12.3132,0.527397,38.7436
-15.8019,12.1266,39.1569
-15.6725,12.2839,39.4805
-15.5912,11.9042,39.4434
19.1561,-11.1863,14.7138
18.925,-11.551,14.6386
19.0533,-11.3359,14.3211
-9.02216,-15.0202,0.589119
-9.27726,-15.1303,0.331565
-8.91318,-15.0229,0.241221
3.62658,10.8478,7.08167
3.37158,10.8116,6.82491
3.21615,10.9302,7.11077
-6.59055,-14.2791,10.1681
-6.8783,-14.2809,9.86801
-6.4662,-14.2226,9.70972
-5.49001,7.61642,12.0021
-5.36704,7.95983,11.9708
16.6105,-2.07546,26.4558
-9.2991,4.56437,26.6287
-19.1981,3.99825,36.5734
-19.247,4.40266,36.7507
-2.80796,6.76282,-0.0311839
-2.60594,7.14433,-0.0311839
-3.0622,7.08264,-0.0311839
9.21039,-18.057,18.2756
9.21428,-18.251,17.8816
9.55639,-18.047,17.9967
-11.3828,-5.04026,36.4553
-0.936083,6.72117,-0.0311839
7.05849,6.50825,22.9843
-4.86637,6.86911,9.36456
-4.9248,7.0666,9.74119
-4.74416,7.27806,9.38775
13.9136,7.93014,10.9843
-18.8376,-12.2384,12.9526
-19.2504,-11.9148,13.0002
-18.9649,-11.898,12.6294
-11.6018,-8.84468,33.3976
-13.665,0.290812,-0.0311839
1.84577,-15.2831,21.7416
-2.20933,1.51647,-0.0311839
20.2036,0.149577,9.07253
-5.65866,7.99189,16.0186
14.7909,6.17502,5.96464
14.9124,6.21267,6.41473
15.0983,5.89769,6.18777
6.95692,-15.8398,1.30301
7.42289,-15.7663,1.24722
-16.8387,3.85364,11.9015
-16.905,3.52865,11.6525
17.8584,-8.12617,24.2502
18.0161,-8.27597,23.8831
-24.5916,-14.0995,31.0509
-24.4507,-14.0688,31.498
-17.0944,-8.45479,39.6693
-17.1851,-8.0571,39.7091
3.96713,-19.3968,17.3019
-6.35332,7.26616,15.3117
-19.8925,13.9037,44.2562
-20.2176,0.560766,38.4799
9.92338,9.9499,14.2827
10.3318,9.73678,14.2114
10.1229,9.85351,13.8857
9.74936,10.0531,13.8556
20.05,-9.51191,14.8387
-3.26295,-15.1155,20.5859
-3.29663,-15.0269,20.9972
4.45428,-7.58943,-0.0311839
-19.1847,2.74453,12.9485
7.42815,-19.2558,16.0488
7.46839,-19.2339,15.6494
8.0926,10.8379,12.4531
19.4969,2.23418,17.6353
-15.8703,19.7362,44.6954
8.59042,-16.6807,3.64032
-8.57962,-13.6233,6.22487
-8.86245,-13.53,5.96921
4.65941,6.61884,24.2302
4.56218,6.74736,23.924
-23.591,-10.5204,25.3657
23.3239,-0.926268,10.0296
22.9358,-0.881189,10.1272
1.79045,-16.0369,21.04
-20.2702,10.7245,42.6719
-16.4883,2.55539,28.3006
-15.9102,6.71232,36.9437
-22.2407,-6.35496,13.4509
-22.1213,-6.72042,13.4071
-22.3229,-6.60947,13.7112
-24.0072,-7.50702,18.0302
-24.0899,-7.23736,18.3672
2.61985,-14.8926,23.8084
2.85747,-14.848,23.9691
2.62453,-14.7583,24.1453
-11.4628,0.359117,42.0825
16.1702,5.35401,7.73025
16.2484,-13.493,6.89492
-15.3227,-14.6117,20.7768
-6.62094,-4.88503,-0.0311839
-6.67683,-5.27149,-0.0311839
-7.00841,-5.0331,-0.0311839
-6.68754,-2.62917,30.2724
-11.5156,0.404888,31.6792
-11.4535,0.204677,31.9187
-11.2522,0.169295,31.6678
-19.3284,-2.48889,39.5439
-7.84703,-13.6271,4.40377
-16.6208,18.7922,42.6645
-22.2895,-9.6315,15.3227
-2.07353,-8.75784,28.7793
-1.85328,-8.44256,29.0066
-2.24941,-8.35354,28.8878
12.3818,2.50773,0.119358
14.1816,6.43386,19.4582
14.2958,6.20551,19.8311
-8.61504,2.97482,41.6151
-11.9345,-13.9443,22.6714
5.44871,6.34846,24.5842
